reuse distance,histogram value,read histogram value
0,237024400,18356896
1,42846416,22399632
2,26486864,20318304
3,16638896,9710624
4,14067872,9766592
5,15405920,8745856
6,8945328,5500784
7,8073024,5563904
8,8270880,6129008
9,5964944,4925904
10,5547168,4734560
11,4452800,3597200
12,4475168,3790448
13,3881280,2991920
14,3287632,2636464
15,3347920,2948752
16,2937664,2500944
17,2124928,1773616
18,2791504,2461232
19,2315456,1998064
20,2011248,1751040
21,1893376,1387120
22,1718352,1476112
23,2193088,1788096
24,1677568,1329696
25,1391024,940464
26,1666800,1296352
27,1534384,1240432
28,1368464,1100368
29,906752,763920
30,1046832,907616
31,1367552,1208032
32,1289184,1130384
33,1324240,1171616
34,1523152,1267424
35,979680,810688
36,1219600,1060768
37,1002400,779024
38,1115200,907392
39,968160,625776
40,1199632,685600
41,720128,528144
42,1005696,788080
43,1009056,749696
44,723216,536704
45,697888,548832
46,1277664,1091216
47,579680,419328
48,719168,625616
49,654096,517184
50,725712,622112
51,870432,765536
52,571056,478432
53,573456,490304
54,486912,413360
55,568768,439888
56,662224,530608
57,911152,742368
58,1047504,935456
59,827728,441232
60,564496,420976
61,555072,369600
62,623264,467712
63,841264,770896
64,1160912,952720
66,1072624,979248
68,822880,696288
70,807120,653600
72,686784,582592
74,755104,594848
76,683904,458000
78,700688,489488
80,629584,419712
82,654912,483344
84,641744,517424
86,487712,387280
88,490432,359264
90,513600,437120
92,484784,382432
94,479792,379968
96,447328,368368
98,494272,412752
100,451360,369888
102,434864,377776
104,291088,255472
106,301712,267760
108,306432,273104
110,219072,186864
112,351664,321872
114,243504,218992
116,202256,185280
118,233936,208992
120,197904,170448
122,241120,215776
124,279600,254736
126,278672,254752
128,687792,524192
132,623600,508192
136,540224,464256
140,808608,734592
144,579344,506848
148,809056,736688
152,994704,965104
156,1083696,1023056
160,642288,594096
164,526800,473696
168,491888,455232
172,568080,536112
176,484352,413792
180,474800,317712
184,359968,305936
188,391040,362768
192,533184,515216
196,374320,336368
200,273616,259872
204,281856,269216
208,302672,285616
212,250272,230416
216,264864,245856
220,198448,179232
224,180384,170720
228,176528,167280
232,173680,158096
236,182432,163184
240,239360,212496
244,265136,246128
248,274880,248624
252,309024,259456
256,569968,525888
264,523168,473328
272,358288,315280
280,239312,217824
288,314016,287424
296,280928,261648
304,271904,256288
312,344736,327008
320,223648,203072
328,172080,163552
336,173872,160640
344,160832,149424
352,102752,90336
360,155824,109472
368,139648,131920
376,129808,118864
384,205440,197792
392,198992,190768
400,205936,192768
408,152848,145472
416,144336,135136
424,156192,150624
432,195856,184096
440,149872,140080
448,113712,107104
456,149776,143136
464,190192,171056
472,149328,140336
480,178192,170400
488,251088,245824
496,235760,231392
504,278704,271392
512,301248,287824
528,266976,241536
544,203376,193792
560,174224,168688
576,179536,166368
592,232768,214432
608,225680,220144
624,114608,102832
