reuse distance,histogram value,read histogram value
0,82664224,18047296
1,31947696,15642512
2,25174256,14907280
3,17887872,11449712
4,14368608,9015152
5,10607712,7338016
6,8625760,6019168
7,7502544,4589664
8,7278160,4183680
9,5802288,3753296
10,5039328,3450688
11,3901040,2686528
12,3537680,2478752
13,3575472,2359008
14,3087808,1950528
15,2726560,1754288
16,2913792,1404336
17,3085984,1712288
18,2231296,1499392
19,2335456,1348224
20,1888112,1204592
21,2153376,1564592
22,1751536,1350752
23,1986480,1357360
24,1878112,1396912
25,1882480,1295488
26,2431264,1737168
27,1810720,1245728
28,1554512,1203264
29,1109680,719392
30,1419424,1050032
31,1330592,921376
32,1038704,762928
33,907248,655712
34,1455584,1170304
35,1188832,959808
36,833008,598704
37,831168,600656
38,925632,676720
39,993280,717136
40,1227376,898176
41,1004912,526656
42,663088,419456
43,716064,493376
44,943584,714720
45,986496,820640
46,659504,466224
47,656208,477552
48,777360,522592
49,722880,517584
50,603024,415856
51,836800,625280
52,857200,646464
53,1212944,868656
54,1184592,832528
55,955856,593008
56,825184,663744
57,607488,423616
58,613008,350752
59,592128,310448
60,581344,387664
61,589952,343408
62,507184,401072
63,635248,522064
64,1178704,982032
66,1533424,1363696
68,2531584,2381632
70,3560624,3349376
72,2003152,1836368
74,2203792,2038224
76,1036496,879360
78,778704,610736
80,648128,528640
82,747600,569360
84,562752,455552
86,604352,498720
88,476144,393088
90,554048,427904
92,866160,660544
94,616160,496048
96,486128,374208
98,454976,376016
100,347712,234880
102,329504,259232
104,484528,363792
106,709088,603792
108,801232,734656
110,651392,589312
112,505040,454656
114,307712,273888
116,227152,190144
118,302544,252352
120,370592,289408
122,266416,217360
124,308560,240336
126,453232,249104
128,688192,468768
132,548336,368064
136,603776,504512
140,900400,812496
144,1845920,1769088
148,523904,463136
152,560224,487936
156,315824,230736
160,216192,138176
164,250512,179200
168,205440,146768
172,225568,160672
176,340192,207264
180,317040,168064
184,241840,135552
188,215472,108480
192,206656,149712
196,227328,154912
200,216624,155776
204,163808,108784
208,223312,114832
212,156960,124848
216,172816,130320
220,213328,176880
224,231168,152896
228,268528,164320
232,249776,182864
236,337216,277648
240,302352,248864
244,193328,154080
248,169264,123136
252,170752,135904
256,327168,242512
264,273936,214768
272,521552,400448
280,448704,332064
288,276928,209088
296,275680,224720
304,259856,204368
312,629952,448656
320,782352,603616
328,336704,273088
336,265952,218256
344,253472,209424
352,300944,237760
360,343520,245504
368,420048,294800
376,386112,249456
384,500224,265408
392,838832,195408
400,551856,178576
408,287680,183632
416,229872,155808
424,223632,171168
432,320048,242128
440,288528,208752
448,352128,285920
456,167920,134336
464,117712,86976
472,112464,78000
480,138240,93584
488,122464,85120
496,170208,126464
504,136336,104704
512,343616,250272
528,313008,150832
544,301456,142128
560,328672,171904
576,302720,151328
592,255808,181488
608,223840,150496
624,169920,117920
640,146624,107040
656,214064,149904
672,173008,125632
688,125024,89184
704,148960,107776
720,153952,105696
736,108432,78176
752,131600,94400
768,133536,88640
784,175424,77712
800,146672,83296
816,103648,83552
832,145344,111008
848,94176,74032
864,102320,82416
880,105008,84976
896,131616,106928
912,135904,105872
928,102048,76960
944,102816,80608
960,113472,92128
976,103376,85120
992,129680,101408
1008,107888,82272
1024,218800,174256
1056,266720,177200
1088,209008,147088
1120,201616,141216
1152,164656,113296
1184,144160,111664
1216,135152,106880
1248,123088,99264
1280,113680,84448
1312,99712,76848
1344,117984,88544
1376,114176,81712
1408,127536,96352
1440,141568,101376
1472,114656,89648
1504,160896,121120
1536,174896,131424
1568,184976,143904
1600,259760,198880
1632,118784,90416
1664,108688,85024
1696,115792,90080
1728,62112,44992
1760,63456,45328
1792,54512,36816
1824,46848,32976
1856,49504,32752
1888,56208,38256
1920,61344,42304
1952,54640,37072
1984,49856,32544
2016,48048,34560
