filename,accesses,hits
21185056,4672647
29115,6356
27699,4385
29083,6131
14138,1818
29546,6980
27907,4715
28888,6535
28383,5672
30046,5756
29002,6987
27583,4177
29817,6879
27590,4172
29786,6542
29213,4553
28555,5482
27650,5091
27800,6095
28368,9295
24634,7781
28877,10689
27380,10229
25714,8631
28069,10203
26902,10427
19870,6387
23108,8659
27606,5983
29176,7000
27329,3980
28833,6183
26738,4601
30000,6224
27408,6766
26294,5556
28827,7850
25616,6296
27724,8116
28245,10069
24430,8440
28920,11500
26884,10358
23901,8948
28631,12260
26868,11167
16014,5840
24964,9980
25165,8448
27991,11599
26422,11092
25773,9409
27487,11140
26151,11082
26033,9740
27106,11365
26048,11195
26279,10064
26897,11351
26237,10635
25581,8943
27961,11562
25948,10162
25548,9221
28788,10874
26781,5213
30179,6747
14956,2714
29147,6711
26751,5089
30170,6732
28780,6726
28952,4295
29174,6827
28178,3584
29561,6841
28088,3681
29411,6304
29511,4891
28818,5570
28555,5139
30576,5830
29004,6196
29631,4834
29609,7370
28336,3873
29960,7070
28369,3851
30459,7154
24099,2690
21051,5999
29658,3426
30447,6795
29326,3171
31015,7025
29239,2807
31207,7290
29254,2714
31233,7386
29227,2661
31080,7257
29263,2461
31116,6846
29257,2642
30711,6934
29205,2944
30504,7012
29115,2873
30133,6755
28895,2735
29995,6880
27803,2871
30266,6867
27801,3785
29517,6869
28768,5175
28319,5797
27911,5796
29830,6057
28959,7371
28871,4448
33591,12921
29691,4404
27950,6779
27060,4767
28710,6831
26606,5182
30048,6818
27619,6315
27752,5068
28704,6823
29898,5436
26777,5894
28683,5036
30470,5886
29139,4465
30747,5370
29799,4217
30001,5196
22389,1741
26076,7760
29300,2286
31695,8198
28614,2733
31204,7636
28780,2955
30531,7263
28721,3247
30921,7511
29361,3459
30658,7170
29525,3547
30749,6885
29758,3404
30811,7130
29517,3120
31092,7150
29599,2860
31488,7660
29493,2687
31296,7716
29457,2573
30945,7465
28894,2568
31230,7344
28248,2622
17952,4602
30363,4698
29010,4717
30678,5223
29341,4955
30689,5144
29619,5118
30692,5168
29735,5137
30719,5200
29736,5314
30691,5220
30294,5827
30610,4872
30601,5449
30821,4923
30856,5465
30646,4985
31479,5106
29316,4992
30976,5129
29647,5232
29500,5145
30551,5555
15224,1568
30787,7732
28130,3508
29759,6980
27800,5557
30267,6641
28756,7005
28054,5095
29904,7653
27679,4681
29413,7225
27594,5879
30298,6690
28859,7509
27700,4760
29546,7785
29187,5522
28051,5804
28341,5988
29842,5707
28823,7020
27511,4033
29090,6892
16399,2638
28128,7702
27825,4053
29339,6459
29322,4641
27629,5409
27802,4950
30332,6111
28281,5901
29352,4787
28950,6840
27691,3895
29085,6778
27436,4150
29307,6641
27256,5270
30326,6541
28513,6686
27968,4689
29248,6787
27268,4425
29395,6906
14599,2648
29794,7636
29099,5250
27144,5919
26948,8157
25559,7458
28552,11891
25445,10514
25403,10246
28291,12673
25309,10733
25205,10319
28293,12949
25287,10945
25230,10329
28301,12858
25423,10964
25183,10330
28319,12964
25352,11053
20419,8288
21394,8870
25050,9038
28307,13045
25584,10987
25101,10335
28313,12977
25599,11182
25045,10322
28304,13135
25570,11320
24885,10306
28320,13303
25858,10765
25389,10184
28317,12530
25542,10581
25745,10394
28763,11940
15649,3622
27983,7214
27247,4454
28798,6806
27141,5695
29994,6548
28339,7452
27287,4810
29060,7194
26850,5309
30165,6866
27878,5969
29174,5306
29128,7226
27961,4120
30025,7046
29470,4123
28392,5998
27863,4928
30348,6250
28376,6439
28250,4886
28871,6610
18173,3232
25694,8212
27416,5029
29045,6917
27176,4827
29926,6564
27911,5422
29571,5533
28661,6639
26485,4243
29064,7249
25614,5789
26948,7637
28305,12065
24009,9146
27084,11365
28331,11778
24032,9025
27142,11281
28329,11584
12861,4497
28113,11022
23838,8429
27489,11974
27852,11723
23756,9368
28934,12281
27085,9703
25016,8124
28459,9981
27610,9800
27629,5842
28808,6614
29080,4795
27146,5670
27370,5205
29918,6003
28980,6682
28995,3899
29297,6837
28292,3522
29915,6756
28341,3389
16558,4099
29956,4629
28839,5159
29875,4536
29449,6066
29550,4095
29737,6428
29265,3725
29820,6672
29067,3451
30428,7019
29031,2851
30626,6824
29208,2852
30366,6638
29220,2934
31110,7135
29236,2704
32009,6893
29786,3102
31254,5866
30766,4623
33245,5184
28414,4783
30066,2225
18668,6425
30162,3589
34231,5281
28064,4873
31067,2381
33095,9002
29746,1635
33697,9016
29297,2070
31697,6460
30544,4088
32728,5198
28450,4576
30742,3022
31405,7423
30135,2574
31892,7982
29207,2284
32565,7751
29409,1984
31513,7520
29241,2336
30779,6896
29318,2983
30253,6737
29157,3350
29993,7098
28523,3520
16746,4310
30385,5387
29163,4819
30792,5260
29243,4796
30854,5141
29796,5107
31028,5024
30322,5177
30880,4991
30017,5329
30636,4842
29469,5301
30396,4772
29573,6618
28078,4257
29760,7223
27561,4606
29756,6926
27357,5156
29766,6604
27958,7734
22202,4337
19240,5518
26942,6025
28526,8594
24663,6694
29196,9754
27557,8921
27422,5401
28928,6634
26987,4690
29623,6427
27289,5511
29564,5629
28300,6761
27349,4229
29047,6798
26708,4897
30190,6702
27645,6175
28435,5296
28950,6847
27648,4500
29069,6738
17977,3040
27443,7144
27468,4176
29558,7007
29909,5117
28305,5764
28944,5783
30521,5989
29375,6312
29792,4264
29739,6684
28534,3686
30087,6970
28408,3824
29783,6962
28520,3740
29289,6041
27147,4668
29126,6413
27886,9443
27465,5865
29250,6636
19034,2823
24945,6643
27439,3827
28997,6763
27675,4044
28797,6111
27315,4644
30196,6121
27966,5229
30007,5203
28742,5483
29670,4105
28873,5777
29242,3621
29611,6215
29248,3349
29802,7028
28911,3018
29571,6951
28589,3261
29569,6430
28098,3101
29989,6247
28336,3175
29363,6546
20915,2793
24473,6479
27621,3958
29167,7110
29100,5054
27565,5769
27769,5718
29887,6026
28697,7106
27572,4360
29236,7193
29790,5227
27849,5907
29858,4823
29610,5445
28844,4459
30677,5721
28808,4297
30752,5445
28930,4093
30797,5316
28625,4667
29180,5531
13246,3380
29160,7372
27793,8907
25784,7096
28568,9821
26685,9396
28155,7295
28880,7003
27709,4676
28602,6758
27021,5746
29896,6471
27945,7199
26978,4785
28725,6986
25311,8800
25851,10137
28334,12523
24755,9625
26381,10670
28323,11880
13161,4291
29391,10836
26441,5419
30118,6918
27521,6382
27986,5455
28782,6945
27272,4713
29058,6819
27600,5682
30516,6440
28770,6298
29238,4584
29084,7099
28208,3815
30106,7171
28496,3725
29862,6722
29364,5052
29078,5765
28436,4911
30508,5560
14685,1275
30249,6978
28146,3217
29160,6166
27359,4507
30186,6157
27151,4991
29686,5356
28312,6676
27662,4197
29232,6797
28300,4888
28502,5851
27996,5652
30137,5584
29654,6361
29374,3823
29812,7229
28440,3217
29774,6767
27756,3866
29159,6604
27028,4781
29486,6488
14762,4103
29253,8277
27676,5651
29539,5671
28225,6864
27507,4319
28933,6574
28489,4752
28507,5867
27960,5247
29730,5677
27987,6922
26418,4725
28965,7319
25577,6416
26757,8020
28325,12136
24160,9508
26685,11222
28424,11953
11748,4035
29057,11383
23986,8518
26937,11430
28249,12197
24001,9325
27001,11533
28349,11839
24420,7943
28913,10351
27047,9480
25642,8133
28940,9911
27239,4615
29940,5857
28205,6308
27900,4360
28759,6512
27752,4282
29506,6398
28880,3770
29321,6004
23212,2785
29976,6756
28754,2900
29542,6472
28633,3181
30605,6758
29688,2773
30564,6970
29154,2627
30955,7005
29285,2401
30690,6947
29100,2480
30682,6523
29291,2947
30314,6064
29756,3667
33029,9216
32704,8343
26451,3735
29953,6576
27012,5618
28802,5637
29867,7210
29534,3375
30480,6988
29482,2508
30233,7126
28983,2995
30321,6646
28919,3136
29687,6897
27954,3820
29196,6549
27364,5254
30224,6538
14299,2519
29671,7118
27467,5560
30284,6603
28478,7124
27525,4895
29207,7331
27478,5363
29198,6685
27921,6548
28227,5755
29208,7281
27391,4993
28822,6812
27335,6007
29773,6592
28485,7408
27224,4875
29115,7131
26847,5630
30224,6931
28421,7144
26950,4839
16669,4374
29696,6010
28492,7323
27204,4805
29135,7069
26876,5386
30263,6937
28329,7017
27601,5092
29171,7523
27122,5484
29373,6955
28098,6978
28006,5650
29394,7597
29556,6005
27024,6107
28251,6487
30281,5926
30833,7643
29429,3225
18412,3543
27944,5806
30716,3549
30438,6283
29975,2846
30991,6898
29952,2469
32126,7872
30324,2377
31808,8418
29122,2361
32599,8261
29364,2085
32087,8275
29292,2455
32064,7550
29939,3382
31365,6666
30892,4647
31395,5908
30074,5086
29541,3024
31605,7541
28985,2260
32895,8811
29139,2098
32465,9119
29487,2021
16127,2908
31637,7744
28124,2509
32034,8473
29684,2494
31885,8164
30302,2615
31475,8359
28704,2446
32578,7800
29558,2141
30989,7327
29159,2236
30029,6916
28232,2935
29875,6721
27961,3700
29288,6634
28625,4776
28155,5626
27828,5476
30078,5777
28740,6791
27947,4152
15730,3978
