filename,accesses,hits
358498330,354425637
470946,470098
390569,382656
409851,403686
369265,360994
402090,394340
384484,376670
359743,351308
378268,369721
568369,565407
598107,596816
528572,522535
528145,522090
527258,521214
527249,521217
526902,520852
526878,520817
527331,521298
538170,532649
560406,558445
525328,519247
418349,408738
419882,412487
370743,361956
360761,351884
367080,358438
382465,374103
471482,465530
609856,609627
626399,626231
545882,544262
496528,490496
498008,491941
493851,487802
494184,488145
493734,487682
493276,487224
496072,490033
499020,492964
499926,493873
503556,497912
436015,430479
433635,426905
379765,371345
392120,383929
398316,390587
391142,383160
400417,392782
613296,611751
626296,626148
577153,575619
520913,514887
519685,513633
518652,512583
519677,513637
520358,514302
521068,515024
522227,516173
524126,518088
527577,521768
554191,551091
419379,411560
442815,436523
400755,393030
392928,384876
392032,384316
402916,395328
395209,386878
561225,557925
627926,627733
599729,598592
524937,518910
524226,518218
524161,518110
524706,518682
528833,523024
561189,558401
539002,534037
529406,523334
529289,523226
527467,521369
469946,462571
449453,444269
436122,429588
397517,389466
414914,407041
409507,401946
393471,385082
397142,388749
590206,588106
619701,619392
600527,599344
519640,513619
521100,515054
521222,515171
518632,512618
513586,507530
524815,518933
554626,552998
510231,504150
510129,504055
509689,503595
454781,446983
449888,444600
422276,415244
398491,390500
414084,406412
406207,398705
397393,389514
413982,406676
620182,618732
622929,622686
595230,593724
534603,528575
534018,527969
532287,526226
528183,522158
519979,513921
522256,516187
524638,518583
529613,523789
561591,559962
518919,512849
430989,422480
453850,448595
428706,421691
417001,409423
393730,385751
400825,392686
409950,402035
427280,419763
621939,621364
620916,620629
585356,583750
531752,525724
533088,527042
532963,526906
533886,527847
531634,525572
528967,522887
529645,523587
532112,526271
553597,549015
551093,547992
424062,415421
451882,446602
412696,404946
406027,398363
396457,388290
393255,385110
405292,397231
449682,442121
634405,634129
618308,618064
557349,555780
503429,497396
502879,496817
502431,496360
504631,498599
505272,499232
507862,501792
506288,500242
502514,496458
509488,503867
534588,532728
414484,405203
448521,442773
406987,399225
435129,427972
429418,421787
404828,396866
422591,415447
466647,460092
625721,625461
625626,624977
520600,514566
524902,519118
551050,548334
529843,524829
520523,514482
520064,513996
520478,514393
521520,515443
521428,515408
521460,515384
487915,480689
431085,424047
381021,372165
375659,366753
404389,396680
435829,428995
387841,379180
526795,522390
607342,607086
