Max Distance:	4294967296	Refresh Period:	2147483648	RPeriod Mask:	7fffffff

0	6706352	3448432
1	2101296	1186688
2	1260000	835760
3	639712	326752
4	602496	310896
5	329968	81696
6	333088	189568
7	212944	121840
8	301440	148272
9	155152	107328
10	129408	64128
11	170400	125312
12	141328	59616
13	90096	53040
14	42112	19728
15	191712	150704
16	186576	184624
17	210144	208752
18	30848	9712
19	77456	45872
20	47344	44640
21	137680	86000
22	145328	136080
23	142032	123120
24	23520	20256
25	4448	1232
26	34640	11456
27	25264	24784
28	22080	20096
29	24608	20032
30	62176	21888
31	26176	23808
32	44832	20800
33	22160	21840
34	6656	6320
35	20976	3552
36	27152	23568
37	41264	40352
38	47600	42448
39	1840	1312
40	37552	37472
41	23616	16176
42	21328	1024
43	81136	38384
44	61360	40512
45	44848	21808
46	2336	1472
47	4112	3248
48	26880	2176
49	1840	576
50	21184	21168
51	21344	20608
52	19952	18352
53	3568	2880
54	56192	1936
55	3184	2400
56	38512	18576
57	1952	400
58	22496	512
59	18400	18176
60	64	32
61	176	160
62	17280	17056
63	38096	20080
64	21776	19536
66	9840	9040
68	16896	16800
70	41504	41280
72	27120	26640
74	53456	18704
76	5120	4000
78	41728	19728
80	5424	2400
82	6208	3776
84	24608	21264
86	54752	36400
88	21056	20736
90	9088	6016
92	47584	46688
94	24448	23792
96	24592	21760
98	592	176
100	16496	16336
102	15760	15760
104	16320	15600
106	4976	4048
108	4736	3440
110	16480	160
112	36944	36624
114	1248	736
116	2320	656
118	18928	1600
120	22640	22608
122	39680	3008
124	18720	18512
126	1792	1488
128	116064	95744
132	37152	36992
136	49712	16224
140	34848	19936
144	6016	1840
148	33456	1664
152	2592	2336
156	4160	608
160	17568	1216
164	32480	32160
168	46240	29680
172	9312	7264
176	16976	640
180	400	320
184	2416	272
188	112	112
192	496	16
196	144	144
200	1040	1024
204	19424	17568
208	2848	2768
212	22016	21584
216	2816	2368
220	7264	7056
224	4912	2432
228	16480	224
232	2176	256
236	880	480
240	1872	1504
244	1920	512
248	4272	3552
252	2448	80
256	5616	3488
264	2800	1152
272	3040	1808
280	1888	848
288	3552	432
296	15536	15088
304	37408	37072
312	10192	8512
320	2080	1280
328	3456	2272
336	2768	1376
344	2848	1296
352	1232	416
360	3616	2112
368	8960	8912
376	21504	14864
384	1968	1360
392	1408	1296
400	16512	16368
408	25840	25744
416	16928	16848
424	18256	11408
432	43472	20128
440	7136	3392
448	8080	7520
456	33776	16448
464	22816	22608
472	14848	14096
480	20656	4880
488	5488	3392
496	23456	22032
504	28928	27872
512	58640	40064
528	95600	65968
544	41296	20112
560	54640	36080
576	39168	20720
592	55248	52000
608	40048	38304
624	18528	11344
640	14464	3968
656	4416	2400
672	2096	1136
688	2000	1248
704	1584	1328
720	720	688
736	2352	2336
752	3152	3136
768	848	848
784	29344	29344
800	20720	20288
816	40704	32960
832	264864	257312
848	59104	57968
864	9968	9968
880	7984	7984
896	5792	5760
912	5600	5584
928	1232	1184
944	576	576
960	1008	1008
976	240	240
992	16	16
1008	16	16
1024	592	16
1056	288	16
1088	512	0
1120	112	48
1152	160	80
1184	96	80
1216	272	240
1248	832	704
1280	2736	2272
1312	3040	2848
1344	5792	5280
1376	2912	2624
1408	192	160
1440	128	96
1472	0	0
1504	1008	752
1536	656	528
1568	0	0
1600	16	16
1632	64	64
1664	96	96
1696	96	96
1728	16	16
1760	0	0
1792	0	0
1824	0	0
1856	0	0
1888	0	0
1920	256	256
1952	1072	1072
1984	1696	1696
2016	1280	1280
2048	4144	3616
2112	2576	2448
2176	144	144
2240	32	32
2304	0	0
2368	16	0
2432	16	16
2496	144	144
2560	144	144
2624	0	0
2688	0	0
2752	0	0
2816	16	16
2880	0	0
2944	16	16
3008	0	0
3072	0	0
3136	0	0
3200	16	16
3264	16	16
3328	176	176
3392	224	224
3456	0	0
3520	0	0
3584	0	0
3648	0	0
3712	16	16
3776	0	0
3840	0	0
3904	0	0
3968	0	0
4032	0	0
4096	272	272
4224	304	304
4352	16	16
4480	16	16
4608	0	0
4736	16	16
4864	0	0
4992	336	336
5120	16	16
5248	16	16
5376	16	16
5504	16	16
5632	0	0
5760	0	0
5888	352	352
6016	0	0
6144	32	32
6272	16	16
6400	32	32
6528	16	16
6656	208	208
6784	32	32
6912	16	16
7040	0	0
7168	0	0
7296	0	0
7424	0	0
7552	1472	1472
7680	160	160
7808	16	16
7936	0	0
8064	0	0
8192	1168	1168
8448	10480	9504
8704	64	64
8960	16	0
9216	128	128
9472	16	16
9728	32	32
9984	144	144
10240	32	32
10496	64	64
10752	144	144
11008	224	224
11264	48	48
11520	0	0
11776	528	528
12032	0	0
12288	0	0
12544	480	480
12800	16	16
13056	0	0
13312	480	480
13568	144	144
13824	16	16
14080	0	0
14336	368	368
14592	80	80
